Time,Pid,Label,URI,Target URI,Access URI
2016-08-31 14:34:10,1d5tp,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d5tp/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5tp,http://testpid.library.emory.edu/ark:/25593/1d5tp
2016-08-31 14:34:10,1d5vt,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d5vt/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5vt,http://testpid.library.emory.edu/ark:/25593/1d5vt
2016-08-31 14:34:10,1d5wz,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d5wz/,https://fedora.library.emory.edu:8443/fedora/objects/emory:1d5wz,http://testpid.library.emory.edu/ark:/25593/1d5wz
2016-08-31 14:34:10,1d5x3,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d5x3/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5x3,http://testpid.library.emory.edu/ark:/25593/1d5x3
2016-08-31 14:34:10,1d5z7,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d5z7/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5z7,http://testpid.library.emory.edu/ark:/25593/1d5z7
2016-08-31 14:34:10,1d60g,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d60g/,https://fedora.library.emory.edu:8443/fedora/objects/emory:1d60g,http://testpid.library.emory.edu/ark:/25593/1d60g
2016-08-31 14:34:10,1d61m,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d61m/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d61m,http://testpid.library.emory.edu/ark:/25593/1d61m
2016-08-31 14:34:11,1d62r,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d62r/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d62r,http://testpid.library.emory.edu/ark:/25593/1d62r
2016-08-31 14:34:11,1d63w,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d63w/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d63w,http://testpid.library.emory.edu/ark:/25593/1d63w
2016-08-31 14:34:11,1d641,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d641/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d641,http://testpid.library.emory.edu/ark:/25593/1d641
2016-08-31 14:34:11,1d655,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d655/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d655,http://testpid.library.emory.edu/ark:/25593/1d655
2016-08-31 14:34:11,1d669,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d669/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d669,http://testpid.library.emory.edu/ark:/25593/1d669
2016-08-31 14:34:11,1d67f,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d67f/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d67f,http://testpid.library.emory.edu/ark:/25593/1d67f
2016-08-31 14:34:11,1d68k,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d68k/,https://fedora.library.emory.edu:8443/fedora/objects/emory:1d68k,http://testpid.library.emory.edu/ark:/25593/1d68k
2016-08-31 14:34:11,1d69q,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d69q/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d69q,http://testpid.library.emory.edu/ark:/25593/1d69q
2016-08-31 14:34:11,1d6bv,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6bv/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6bv,http://testpid.library.emory.edu/ark:/25593/1d6bv
2016-08-31 14:34:11,1d6c0,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6c0/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6c0,http://testpid.library.emory.edu/ark:/25593/1d6c0
2016-08-31 14:34:11,1d6d4,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6d4/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6d4,http://testpid.library.emory.edu/ark:/25593/1d6d4
2016-08-31 14:34:11,1d6f8,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6f8/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6f8,http://testpid.library.emory.edu/ark:/25593/1d6f8
2016-08-31 14:34:11,1d6gd,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6gd/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6gd,http://testpid.library.emory.edu/ark:/25593/1d6gd
2016-08-31 14:34:11,1d6hj,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6hj/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6hj,http://testpid.library.emory.edu/ark:/25593/1d6hj
2016-08-31 14:34:11,1d6jp,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6jp/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6jp,http://testpid.library.emory.edu/ark:/25593/1d6jp
2016-08-31 14:34:11,1d6kt,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6kt/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6kt,http://testpid.library.emory.edu/ark:/25593/1d6kt
2016-08-31 14:34:11,1d6mz,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6mz/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6mz,http://testpid.library.emory.edu/ark:/25593/1d6mz
2016-08-31 14:34:11,1d6n3,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6n3/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6n3,http://testpid.library.emory.edu/ark:/25593/1d6n3
2016-08-31 14:34:11,1d6p7,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6p7/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6p7,http://testpid.library.emory.edu/ark:/25593/1d6p7
2016-08-31 14:34:11,1d6qc,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6qc/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6qc,http://testpid.library.emory.edu/ark:/25593/1d6qc
2016-08-31 14:34:11,1d6rh,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6rh/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6rh,http://testpid.library.emory.edu/ark:/25593/1d6rh
2016-08-31 14:34:11,1d6sn,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6sn/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6sn,http://testpid.library.emory.edu/ark:/25593/1d6sn
2016-08-31 14:34:11,1d6ts,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6ts/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6ts,http://testpid.library.emory.edu/ark:/25593/1d6ts
2016-08-31 14:34:11,1d6vx,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6vx/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6vx,http://testpid.library.emory.edu/ark:/25593/1d6vx
2016-08-31 14:34:11,1d6w2,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6w2/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6w2,http://testpid.library.emory.edu/ark:/25593/1d6w2
2016-08-31 14:34:11,1d6x6,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6x6/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6x6,http://testpid.library.emory.edu/ark:/25593/1d6x6
2016-08-31 14:34:11,1d6zb,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d6zb/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d6zb,http://testpid.library.emory.edu/ark:/25593/1d6zb
2016-08-31 14:34:11,1d70k,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d70k/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d70k,http://testpid.library.emory.edu/ark:/25593/1d70k
2016-08-31 14:34:11,1d71q,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d71q/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d71q,http://testpid.library.emory.edu/ark:/25593/1d71q
2016-08-31 14:34:11,1d72v,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d72v/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d72v,http://testpid.library.emory.edu/ark:/25593/1d72v
2016-08-31 14:34:11,1d730,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d730/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d730,http://testpid.library.emory.edu/ark:/25593/1d730
2016-08-31 14:34:11,1d744,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d744/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d744,http://testpid.library.emory.edu/ark:/25593/1d744
2016-08-31 14:34:11,1d758,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d758/,https://fedora.library.emory.edu:8443/fedora/objects/emory:1d758,http://testpid.library.emory.edu/ark:/25593/1d758
2016-08-31 14:34:11,1d76d,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d76d/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d76d,http://testpid.library.emory.edu/ark:/25593/1d76d
2016-08-31 14:34:11,1d77j,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d77j/,https://fedora.library.emory.edu:8443/fedora/objects/emory:1d77j,http://testpid.library.emory.edu/ark:/25593/1d77j
2016-08-31 14:34:11,1d78p,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d78p/,https://fedora.library.emory.edu:8443/fedora/objects/emory:1d78p,http://testpid.library.emory.edu/ark:/25593/1d78p
2016-08-31 14:34:11,1d79t,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d79t/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d79t,http://testpid.library.emory.edu/ark:/25593/1d79t
2016-08-31 14:34:11,1d7bz,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7bz/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d7bz,http://testpid.library.emory.edu/ark:/25593/1d7bz
2016-08-31 14:34:11,1d7c3,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7c3/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d7c3,http://testpid.library.emory.edu/ark:/25593/1d7c3
2016-08-31 14:34:11,1d7d7,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7d7/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d7d7,http://testpid.library.emory.edu/ark:/25593/1d7d7
2016-08-31 14:34:11,1d7fc,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7fc/,https://fedora.library.emory.edu:8443/fedora/objects/emory:1d7fc,http://testpid.library.emory.edu/ark:/25593/1d7fc
2016-08-31 14:34:11,1d7gh,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7gh/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d7gh,http://testpid.library.emory.edu/ark:/25593/1d7gh
2016-08-31 14:34:11,1d7hn,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7hn/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d7hn,http://testpid.library.emory.edu/ark:/25593/1d7hn
2016-08-31 14:34:11,1d7js,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7js/,https://fedora.library.emory.edu:8443/fedora/objects/emory:1d7js,http://testpid.library.emory.edu/ark:/25593/1d7js
2016-08-31 14:34:11,1d7kx,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7kx/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d7kx,http://testpid.library.emory.edu/ark:/25593/1d7kx
2016-08-31 14:34:11,1d7m2,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7m2/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d7m2,http://testpid.library.emory.edu/ark:/25593/1d7m2
2016-08-31 14:34:11,1d7n6,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7n6/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d7n6,http://testpid.library.emory.edu/ark:/25593/1d7n6
2016-08-31 14:34:11,1d7pb,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7pb/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d7pb,http://testpid.library.emory.edu/ark:/25593/1d7pb
2016-08-31 14:34:11,1d7qg,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7qg/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d7qg,http://testpid.library.emory.edu/ark:/25593/1d7qg
2016-08-31 14:34:11,1d7rm,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7rm/,https://fedora.library.emory.edu:8443/fedora/objects/emory:1d7rm,http://testpid.library.emory.edu/ark:/25593/1d7rm
2016-08-31 14:34:12,1d7sr,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7sr/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d7sr,http://testpid.library.emory.edu/ark:/25593/1d7sr
2016-08-31 14:34:12,1d7tw,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7tw/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d7tw,http://testpid.library.emory.edu/ark:/25593/1d7tw
2016-08-31 14:34:12,1d7v1,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7v1/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d7v1,http://testpid.library.emory.edu/ark:/25593/1d7v1
2016-08-31 14:34:12,1d7w5,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7w5/,https://fedora.library.emory.edu:8443/fedora/objects/emory:1d7w5,http://testpid.library.emory.edu/ark:/25593/1d7w5
2016-08-31 14:34:12,1d7x9,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7x9/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d7x9,http://testpid.library.emory.edu/ark:/25593/1d7x9
2016-08-31 14:34:12,1d7zf,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d7zf/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d7zf,http://testpid.library.emory.edu/ark:/25593/1d7zf
2016-08-31 14:34:12,1d80p,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d80p/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d80p,http://testpid.library.emory.edu/ark:/25593/1d80p
2016-08-31 14:34:12,1d81t,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d81t/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d81t,http://testpid.library.emory.edu/ark:/25593/1d81t
2016-08-31 14:34:12,1d82z,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d82z/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d82z,http://testpid.library.emory.edu/ark:/25593/1d82z
2016-08-31 14:34:12,1d833,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d833/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d833,http://testpid.library.emory.edu/ark:/25593/1d833
2016-08-31 14:34:12,1d847,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d847/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d847,http://testpid.library.emory.edu/ark:/25593/1d847
2016-08-31 14:34:12,1d85c,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d85c/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d85c,http://testpid.library.emory.edu/ark:/25593/1d85c
2016-08-31 14:34:12,1d86h,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d86h/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d86h,http://testpid.library.emory.edu/ark:/25593/1d86h
2016-08-31 14:34:12,1d87n,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d87n/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d87n,http://testpid.library.emory.edu/ark:/25593/1d87n
2016-08-31 14:34:12,1d88s,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d88s/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d88s,http://testpid.library.emory.edu/ark:/25593/1d88s
2016-08-31 14:34:12,1d89x,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d89x/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d89x,http://testpid.library.emory.edu/ark:/25593/1d89x
2016-08-31 14:34:12,1d8b2,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8b2/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d8b2,http://testpid.library.emory.edu/ark:/25593/1d8b2
2016-08-31 14:34:12,1d8c6,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8c6/,https://fedora.library.emory.edu:8443/fedora/objects/emory:1d8c6,http://testpid.library.emory.edu/ark:/25593/1d8c6
2016-08-31 14:34:12,1d8db,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8db/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d8db,http://testpid.library.emory.edu/ark:/25593/1d8db
2016-08-31 14:34:12,1d8fg,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8fg/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d8fg,http://testpid.library.emory.edu/ark:/25593/1d8fg
2016-08-31 14:34:12,1d8gm,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8gm/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d8gm,http://testpid.library.emory.edu/ark:/25593/1d8gm
2016-08-31 14:34:12,1d8hr,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8hr/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d8hr,http://testpid.library.emory.edu/ark:/25593/1d8hr
2016-08-31 14:34:12,1d8jw,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8jw/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d8jw,http://testpid.library.emory.edu/ark:/25593/1d8jw
2016-08-31 14:34:12,1d8k1,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8k1/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d8k1,http://testpid.library.emory.edu/ark:/25593/1d8k1
2016-08-31 14:34:12,1d8m5,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8m5/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d8m5,http://testpid.library.emory.edu/ark:/25593/1d8m5
2016-08-31 14:34:12,1d8n9,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8n9/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d8n9,http://testpid.library.emory.edu/ark:/25593/1d8n9
2016-08-31 14:34:12,1d8pf,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8pf/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d8pf,http://testpid.library.emory.edu/ark:/25593/1d8pf
2016-08-31 14:34:12,1d8qk,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8qk/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d8qk,http://testpid.library.emory.edu/ark:/25593/1d8qk
2016-08-31 14:34:12,1d8rq,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8rq/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d8rq,http://testpid.library.emory.edu/ark:/25593/1d8rq
2016-08-31 14:34:12,1d8sv,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8sv/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d8sv,http://testpid.library.emory.edu/ark:/25593/1d8sv
2016-08-31 14:34:12,1d8t0,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8t0/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d8t0,http://testpid.library.emory.edu/ark:/25593/1d8t0
2016-08-31 14:34:12,1d8v4,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8v4/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d8v4,http://testpid.library.emory.edu/ark:/25593/1d8v4
2016-08-31 14:34:12,1d8w8,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8w8/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d8w8,http://testpid.library.emory.edu/ark:/25593/1d8w8
2016-08-31 14:34:12,1d8xd,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8xd/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d8xd,http://testpid.library.emory.edu/ark:/25593/1d8xd
2016-08-31 14:34:12,1d8zj,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d8zj/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d8zj,http://testpid.library.emory.edu/ark:/25593/1d8zj
2016-08-31 14:34:12,1d90s,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d90s/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d90s,http://testpid.library.emory.edu/ark:/25593/1d90s
2016-08-31 14:34:12,1d91x,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d91x/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d91x,http://testpid.library.emory.edu/ark:/25593/1d91x
2016-08-31 14:34:12,1d922,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d922/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d922,http://testpid.library.emory.edu/ark:/25593/1d922
2016-08-31 14:34:12,1d936,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d936/,https://fedora.library.emory.edu:8443/fedora/objects/emory:1d936,http://testpid.library.emory.edu/ark:/25593/1d936
2016-08-31 14:34:12,1d94b,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d94b/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d94b,http://testpid.library.emory.edu/ark:/25593/1d94b
2016-08-31 14:34:12,1d95g,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d95g/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d95g,http://testpid.library.emory.edu/ark:/25593/1d95g
2016-08-31 14:34:12,1d96m,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d96m/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d96m,http://testpid.library.emory.edu/ark:/25593/1d96m
2016-08-31 14:34:12,1d97r,Salman Rushdie born-digital archives — unspecified file,https://testpid.library.emory.edu/ark/1d97r/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d97r,http://testpid.library.emory.edu/ark:/25593/1d97r
