Environments,FEDORA,https://libfeddev1.library.emory.edu:8443/fedora/,PIDMAN,https://pidqas.library.emory.edu/domains/30/
Time,PM_Pid,PM_Label,PM_URI,PM_Target_URI,PM_Access_URI,In_Fedora?
2016-08-31 15:03:49,1d53s,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d53s/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d53s,http://pidqas.library.emory.edu/ark:/25593/1d53s,No
2016-08-31 15:03:49,1d54x,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d54x/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d54x,http://pidqas.library.emory.edu/ark:/25593/1d54x,No
2016-08-31 15:03:49,1d552,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d552/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d552,http://pidqas.library.emory.edu/ark:/25593/1d552,No
2016-08-31 15:03:49,1d566,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d566/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d566,http://pidqas.library.emory.edu/ark:/25593/1d566,No
2016-08-31 15:03:49,1d57b,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d57b/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d57b,http://pidqas.library.emory.edu/ark:/25593/1d57b,No
2016-08-31 15:03:49,1d58g,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d58g/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d58g,http://pidqas.library.emory.edu/ark:/25593/1d58g,No
2016-08-31 15:03:49,1d59m,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d59m/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d59m,http://pidqas.library.emory.edu/ark:/25593/1d59m,No
2016-08-31 15:03:49,1d5br,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5br/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5br,http://pidqas.library.emory.edu/ark:/25593/1d5br,No
2016-08-31 15:03:49,1d5cw,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5cw/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5cw,http://pidqas.library.emory.edu/ark:/25593/1d5cw,No
2016-08-31 15:03:49,1d5d1,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5d1/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5d1,http://pidqas.library.emory.edu/ark:/25593/1d5d1,No
2016-08-31 15:03:49,1d5f5,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5f5/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5f5,http://pidqas.library.emory.edu/ark:/25593/1d5f5,No
2016-08-31 15:03:49,1d5g9,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5g9/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5g9,http://pidqas.library.emory.edu/ark:/25593/1d5g9,No
2016-08-31 15:03:49,1d5hf,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5hf/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5hf,http://pidqas.library.emory.edu/ark:/25593/1d5hf,No
2016-08-31 15:03:49,1d5jk,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5jk/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5jk,http://pidqas.library.emory.edu/ark:/25593/1d5jk,No
2016-08-31 15:03:49,1d5kq,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5kq/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5kq,http://pidqas.library.emory.edu/ark:/25593/1d5kq,No
2016-08-31 15:03:49,1d5mv,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5mv/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5mv,http://pidqas.library.emory.edu/ark:/25593/1d5mv,No
2016-08-31 15:03:50,1d5n0,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5n0/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5n0,http://pidqas.library.emory.edu/ark:/25593/1d5n0,No
2016-08-31 15:03:50,1d5p4,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5p4/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5p4,http://pidqas.library.emory.edu/ark:/25593/1d5p4,No
2016-08-31 15:03:50,1d5q8,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5q8/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5q8,http://pidqas.library.emory.edu/ark:/25593/1d5q8,No
2016-08-31 15:03:50,1d5rd,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5rd/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5rd,http://pidqas.library.emory.edu/ark:/25593/1d5rd,No
2016-08-31 15:03:50,1d5sj,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5sj/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5sj,http://pidqas.library.emory.edu/ark:/25593/1d5sj,No
2016-08-31 15:03:50,1d5tp,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5tp/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5tp,http://pidqas.library.emory.edu/ark:/25593/1d5tp,No
